# Copyright (c) 1966-2023 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement
# Generated: 2023-08-27
# This file provides links between the genes in OMIM and other gene identifiers.
# THIS IS NOT A TABLE OF GENE-PHENOTYPE RELATIONSHIPS.
# MIM Number	MIM Entry Type (see FAQ 1.3 at https://omim.org/help/faq)	Entrez Gene ID (NCBI)	Approved Gene Symbol (HGNC)	Ensembl Gene ID (Ensembl)			
618188	phenotype			
618189	phenotype			
618190	gene	100505994	LUCAT1	ENSG00000248323
618191	gene	90273	CEACAM21	ENSG00000007129
618192	gene	100505495	PCAT19	ENSG00000267107
618193	phenotype			
618194	gene	284297	SSC5D	ENSG00000179954
618195	phenotype			
618196	phenotype			
618197	phenotype			
618198	phenotype			
618199	gene	29974	A1CF	ENSG00000148584
618200	gene	23195	MDN1	ENSG00000112159
618201	phenotype			
618202	gene	84277	DNAJC30	ENSG00000176410
618203	gene	84899	TMTC4	ENSG00000125247
618204	phenotype			
618205	phenotype			
618206	gene	23264	ZC3H7B	ENSG00000100403
618207	gene	23256	SCFD1	ENSG00000092108
618208	gene	102682016	LINC01159	ENSG00000229743
618209	gene	401022	HAGLR	ENSG00000224189
618210	gene	23180	RFTN1	ENSG00000131378
618211	gene	10531	PITRM1	ENSG00000107959
618212	gene	378805	LINC-PINT	ENSG00000231721
618213	phenotype			
618214	gene	105379037	LINC01157	
618215	gene	130132	RFTN2	ENSG00000162944
618216	gene	400931	MIRLET7BHG	ENSG00000197182
618217	gene	102725541	ELDR	
618218	phenotype			
618219	phenotype			
618220	phenotype			
618221	phenotype			
618222	phenotype			
618223	phenotype			
618224	phenotype			
618225	phenotype			
618226	phenotype			
618227	gene	115399	LRRC56	ENSG00000161328
618228	phenotype			
618229	phenotype			
618230	phenotype			
618231	phenotype			
618232	phenotype			
618233	phenotype			
618234	phenotype			
618235	phenotype			
618236	phenotype			
618237	phenotype			
618238	phenotype			
618239	phenotype			
618240	phenotype			
618241	phenotype			
618242	phenotype			
618243	phenotype			
618244	phenotype			
618245	phenotype			
618246	phenotype			
618247	phenotype			
618248	phenotype			
618249	phenotype			
618250	phenotype			
618251	phenotype			
618252	phenotype			
618253	phenotype			
618254	phenotype			
618255	gene	57462	MYORG	ENSG00000164976
618256	predominantly phenotypes			
618257	phenotype			
618258	gene	23478	SEC11A	ENSG00000140612
618259	gene	23434	LINC01565	ENSG00000198685
618260	gene	57003	CCDC47	ENSG00000108588
618261	phenotype			
618262	gene	9586	CREB5	ENSG00000146592
618263	gene	119395	CALHM3	ENSG00000183128
618264	phenotype			
618265	phenotype			
618266	phenotype			
618267	phenotype			
618268	phenotype			
618269	gene	84905	ZNF341	ENSG00000131061
618270	phenotype			
618271	gene	55176	SEC61A2	ENSG00000065665
618272	phenotype			
618273	phenotype			
618274	gene	23398	PPWD1	ENSG00000113593
618275	phenotype			
618276	phenotype			
618277	gene	374354	NHLRC2	ENSG00000196865
618278	phenotype			
618279	phenotype			
618280	phenotype			
618281	gene	340706	VWA2	ENSG00000165816
618282	phenotype			
618283	phenotype			
618284	phenotype			
618285	phenotype			
618286	phenotype			
618287	phenotype			
618288	gene	56941	HMCES	ENSG00000183624
618289	gene	10807	ENTR1	ENSG00000165689
618290	gene	197335	WDR90	ENSG00000161996
618291	phenotype			
618292	phenotype			
618293	gene	402778	IFITM10	ENSG00000244242
618294	gene	641649	TMEM91	ENSG00000142046
618295	phenotype			
618296	gene	387890	TMEM233	ENSG00000224982
618297	gene	80863	PRRT1	ENSG00000204314
618298	phenotype			
618299	gene	29967	LRP12	ENSG00000147650
618300	phenotype			
618301	gene	23254	KAZN	ENSG00000189337
618302	phenotype			
618303	gene	112464	CAVIN3	ENSG00000170955
618304	gene	84074	QRICH2	ENSG00000129646
618305	gene	84852	ATP1A1-AS1	ENSG00000203865
618306	gene	80758	PRR7	ENSG00000131188
618307	phenotype			
618308	gene	161424	NOP9	ENSG00000196943
618309	phenotype			
618310	phenotype			
618311	gene	23212	RRS1	ENSG00000179041
618312	phenotype			
618313	phenotype			
618314	phenotype			
618315	gene	11224	RPL35	ENSG00000136942
618316	phenotype			
618317	phenotype			
618318	gene	90835	CFAP119	ENSG00000196118
618319	gene	56980	PRDM10	ENSG00000170325
618320	gene	30814	PLA2G2E	ENSG00000188784
618321	phenotype			
618322	gene	84640	USP38	ENSG00000170185
618323	phenotype			
618324	phenotype			
618325	phenotype			
618326	gene	85364	ZCCHC3	ENSG00000247315
618327	gene	57482	CRACD	ENSG00000109265
618328	phenotype			
618329	phenotype			
618330	phenotype			
618331	phenotype			
618332	phenotype			
618333	phenotype			
618334	gene	79415	CYBC1	ENSG00000178927
618335	gene	100506305	LINC00958	ENSG00000251381
618336	phenotype			
618337	gene	83786	FRMD8	ENSG00000126391
618338	gene	25840	TMT1A	ENSG00000185432
618339	phenotype			
618340	gene	26952	SMR3A	ENSG00000109208
618341	phenotype			
618342	phenotype			
618343	phenotype			
618344	gene	222171	PRR15	ENSG00000176532
618345	phenotype			
618346	phenotype			
618347	phenotype			
618348	phenotype			
618349	phenotype			
618350	gene	55262	TRAPPC14	ENSG00000146826
618351	phenotype			
618352	phenotype			
618353	phenotype			
618354	phenotype			
618355	gene	84920	ALG10	ENSG00000139133
618356	phenotype			
618357	phenotype			
618358	phenotype			
618359	gene	10168	ZNF197	ENSG00000186448
618360	phenotype			
618361	gene	54935	DUSP23	ENSG00000158716
618362	phenotype			
618363	phenotype			
618364	phenotype			
618365	gene	84891	ZSCAN10	ENSG00000130182
618366	gene	23355	VPS8	ENSG00000156931
618367	phenotype			
618368	gene	78986	DUSP26	ENSG00000133878
618369	phenotype			
618370	gene	374987	NEXN-AS1	ENSG00000235927
618371	phenotype			
618372	phenotype			
618373	phenotype			
618374	phenotype			
618375	gene	729041	FAAHP1	
618376	gene	11098	PRSS23	ENSG00000150687
618377	phenotype			
618378	phenotype			
618379	phenotype			
618380	gene	81610	FAM83D	ENSG00000101447
618381	phenotype			
618382	gene	84191	CIAO2A	ENSG00000166797
618383	phenotype			
618384	phenotype			
618385	gene	10486	CAP2	ENSG00000112186
618386	phenotype			
618387	phenotype			
618388	phenotype			
618389	phenotype			
618390	gene	339479	BRINP3	ENSG00000162670
618391	gene	89978	DPH6	ENSG00000134146
618392	phenotype			
618393	phenotype			
618394	phenotype			
618395	phenotype			
618396	phenotype			
618397	phenotype			
618398	phenotype			
618399	gene	55830	GLT8D1	ENSG00000016864
618400	phenotype			
618401	gene	340069	FAM170A	ENSG00000164334
618402	phenotype			
618403	gene	79843	FAM124B	ENSG00000124019
618404	phenotype			
618405	gene	100131827	ZNF717	ENSG00000227124
618406	phenotype			
618407	gene	55793	MINDY1	ENSG00000143409
618408	gene	54629	MINDY2	ENSG00000128923
618409	gene	51439	FAM8A1	ENSG00000137414
618410	phenotype			
618411	gene	117246	FTSJ3	ENSG00000108592
618412	phenotype			
618413	gene	317662	FAM149B1	ENSG00000138286
618414	phenotype			
618415	phenotype			
618416	phenotype			
618417	gene	101928601	MEI4	ENSG00000269964
618418	phenotype			
618419	phenotype			
618420	phenotype			
618421	gene	283677	REC114	ENSG00000183324
618422	phenotype			
618423	gene	256006	ANKRD31	ENSG00000145700
618424	gene	84071	ARMC2	ENSG00000118690
618425	phenotype			
618426	phenotype			
618427	gene	55248	PACC1	ENSG00000065600
618428	moved/removed			
618429	phenotype			
618430	phenotype			
618431	phenotype			
618432	phenotype			
618433	phenotype			
618434	phenotype			
618435	phenotype			
618436	phenotype			
618437	phenotype			
618438	phenotype			
618439	gene	85015	USP45	ENSG00000123552
618440	phenotype			
618441	gene	222487	ADGRG3	ENSG00000182885
618442	gene	386617	KCTD8	ENSG00000183783
618443	phenotype			
618444	gene	55848	PLGRKT	ENSG00000107020
618445	gene	100126793	GHRLOS	ENSG00000240288
618446	gene	221914	GPC2	ENSG00000213420
618447	phenotype			
618448	gene	124274	GPR139	ENSG00000180269
618449	phenotype			
618450	gene	219790	RTKN2	ENSG00000182010
618451	phenotype			
618452	gene	55041	PLEKHB2	ENSG00000115762
618453	phenotype			
618454	phenotype			
618455	gene	341208	HEPHL1	ENSG00000181333
618456	phenotype			
618457	phenotype			
618458	phenotype			
618459	phenotype			
618460	phenotype			
618461	gene	284184	NDUFAF8	ENSG00000224877
618462	phenotype			
618463	phenotype			
618464	phenotype			
618465	gene	65980	BRD9	ENSG00000028310
618466	gene	55299	BRIX1	ENSG00000113460
618467	gene	84250	SLF1	ENSG00000133302
618468	phenotype			
618469	phenotype			
618470	phenotype			
618471	gene	84154	RPF2	ENSG00000197498
618472	gene	374569	ASPG	ENSG00000166183
618473	gene	84285	EIF1AD	ENSG00000175376
618474	gene	51398	WDR83OS	ENSG00000105583
618475	phenotype			
618476	phenotype			
618477	phenotype			
618478	gene	199920	FYB2	ENSG00000187889
618479	phenotype			
618480	phenotype			
618481	phenotype			
618482	phenotype			
618483	gene	3993	LLGL2	ENSG00000073350
618484	phenotype			
618485	gene	100874345	ZBTB40-IT1	
618486	gene	79887	PLBD1	ENSG00000121316
618487	gene	134391	GPR151	ENSG00000173250
618488	gene	122618	PLD4	ENSG00000166428
618489	gene	29117	BRD7	ENSG00000166164
618490	gene	57720	GPR107	ENSG00000148358
618491	gene	56927	GPR108	ENSG00000125734
618492	phenotype			
618493	phenotype			
618494	phenotype			
618495	phenotype			
618496	phenotype			
618497	phenotype			
618498	phenotype			
618499	phenotype			
618500	phenotype			
618501	phenotype			
618502	gene	23506	BICRAL	ENSG00000112624
618503	gene	143888	POGLUT3	ENSG00000178202
618504	phenotype			
618505	phenotype			
618506	phenotype			
618507	gene	105372576	WAKMAR1	
618508	gene	100130476	WAKMAR2	ENSG00000237499
618509	gene	391196	OR2M7	ENSG00000177186
618510	gene	391475	DYTN	ENSG00000232125
618511	phenotype			
618512	phenotype			
618513	phenotype			
618514	gene	84312	BRMS1L	ENSG00000100916
618515	gene	55161	TMEM33	ENSG00000109133
618516	gene	401994	OR14I1	ENSG00000189181
618517	gene	10218	ANGPTL7	ENSG00000171819
618518	gene	140828	LINC00261	ENSG00000259974
618519	gene	388969	C2orf68	ENSG00000168887
618520	gene	285588	EFCAB9	ENSG00000214360
618521	gene	25852	ARMC8	ENSG00000114098
618522	phenotype			
618523	phenotype			
618524	phenotype			
618525	gene	80125	CCDC33	ENSG00000140481
618526	gene	374872	PEAK3	ENSG00000188305
618527	phenotype			
618528	phenotype			
618529	phenotype			
618530	gene	169436	STKLD1	ENSG00000198870
618531	phenotype			
618532	gene	11129	CLASRP	ENSG00000104859
618533	phenotype			
618534	phenotype			
618535	phenotype			
618536	gene	58509	CACTIN	ENSG00000105298
618537	gene	60370	AVPI1	ENSG00000119986
618538	gene	25927	CNRIP1	ENSG00000119865
618539	gene	10523	CHERP	ENSG00000085872
618540	gene	200407	CREG2	ENSG00000175874
618541	phenotype			
618542	gene	285282	RABL3	ENSG00000144840
618543	gene	54777	CFAP46	ENSG00000171811
618544	gene	80345	ZSCAN16	ENSG00000196812
618545	gene	134266	GRPEL2	ENSG00000164284
618546	phenotype			
618547	phenotype			
618548	phenotype			
618549	phenotype			
618550	phenotype			
618551	gene	54627	MAP10	ENSG00000212916
618552	gene	11092	SPACA9	ENSG00000165698
618553	gene	107985249	BMNCR	
618554	gene	7637	ZNF84	ENSG00000198040
618555	phenotype			
618556	gene	375704	ENHO	ENSG00000168913
618557	phenotype			
618558	gene	63940	GPSM3	ENSG00000213654
618559	phenotype			
618560	gene	338707	B4GALNT4	ENSG00000182272
618561	gene	80157	CWH43	ENSG00000109182
618562	gene	113419	TEX261	ENSG00000144043
618563	gene	201780	SLC10A4	ENSG00000145248
618564	phenotype			
618565	gene	341567	H1-7	ENSG00000187166
618566	gene	65990	ANTKMT	ENSG00000103254
618567	phenotype			
618568	gene	134145	ATPSCKMT	ENSG00000150756
618569	phenotype			
618570	gene	131405	TRIM71	ENSG00000206557
618571	phenotype			
618572	phenotype			
618573	phenotype			
618574	gene	338599	DUSP29	ENSG00000188716
618575	gene	101927746	EMSLR	
618576	gene	65986	ZBTB10	ENSG00000205189
618577	phenotype			
618578	phenotype			
618579	gene	27109	DMAC2L	ENSG00000125375
618580	phenotype			
618581	gene	340120	ANKRD34B	ENSG00000189127
618582	gene	347051	SLC10A5	ENSG00000253598
618583	gene	51250	MTRES1	ENSG00000130349
618584	gene	347736	NME9	ENSG00000181322
618585	gene	79714	CCDC51	ENSG00000164051
618586	gene	22884	WDR37	ENSG00000047056
618587	phenotype			
618588	gene	204474	PDILT	ENSG00000169340
618589	gene	200504	GKN2	ENSG00000183607
618590	phenotype			
618591	phenotype			
618592	gene	154214	RNF217	ENSG00000146373
618593	gene	57541	ZNF398	ENSG00000197024
618594	phenotype			
618595	gene	10970	CKAP4	ENSG00000136026
618596	phenotype			
618597	gene	57596	BEGAIN	ENSG00000183092
618598	phenotype			
618599	gene	64403	CDH24	ENSG00000139880
618600	gene	85438	CABS1	ENSG00000145309
618601	gene	64789	EXO5	ENSG00000164002
618602	gene	203102	ADAM32	ENSG00000197140
618603	phenotype			
618604	phenotype			
618605	gene	122416	ANKRD9	ENSG00000156381
618606	phenotype			
618607	gene	374887	YJEFN3	ENSG00000250067
618608	phenotype			
618609	gene	51409	HEMK1	ENSG00000114735
618610	gene	79618	HMBOX1	ENSG00000147421
618611	gene	78995	HROB	ENSG00000125319
618612	phenotype			
618613	phenotype			
618614	gene	220082	CBY2	ENSG00000174015
618615	gene	100859930	HEIH	ENSG00000278970
618616	gene	225689	MAPK15	ENSG00000181085
618617	gene	10467	ZNHIT1	ENSG00000106400
618618	phenotype			
618619	phenotype			
618620	phenotype			
618621	gene	51201	ZDHHC2	ENSG00000104219
618622	phenotype			
618623	gene	25994	HIGD1A	ENSG00000181061
618624	phenotype			
618625	phenotype			
618626	gene	63935	PCIF1	ENSG00000100982
618627	gene	64395	GMCL1	ENSG00000087338
618628	gene	29081	METTL5	ENSG00000138382
618629	gene	64396	GMCL2	ENSG00000244234
618630	gene	51504	TRMT112	ENSG00000173113
618631	gene	55051	NRDE2	ENSG00000119720
618632	phenotype			
618633	gene	6527	SLC5A4	ENSG00000100191
618634	gene	220107	DLEU7	ENSG00000186047
618635	phenotype			
618636	gene	125206	SLC5A10	ENSG00000154025
618637	phenotype			
618638	gene	79654	HECTD3	ENSG00000126107
618639	gene	101060691	NUTM2B-AS1	ENSG00000225484
618640	gene	23144	ZC3H3	ENSG00000014164
618641	phenotype			
618642	gene	57630	SH3RF1	ENSG00000154447
618643	phenotype			
618644	phenotype			
618645	gene	57649	PHF12	ENSG00000109118
618646	phenotype			
618647	gene	114898	C1QTNF2	ENSG00000145861
618648	phenotype			
618649	gene	25831	HECTD1	ENSG00000092148
618650	gene	254225	RNF169	ENSG00000166439
618651	phenotype			
618652	phenotype			
618653	phenotype			
618654	phenotype			
618655	phenotype			
618656	gene	105371045	PERCC1	ENSG00000284395
618657	gene	113251	LARP4	ENSG00000161813
618658	phenotype			
618659	phenotype			
618660	phenotype			
618661	gene	118491	CFAP70	ENSG00000156042
618662	phenotype			
618663	phenotype			
618664	phenotype			
618665	phenotype			
618666	phenotype			
618667	phenotype			
618668	gene	200959	GABRR3	ENSG00000183185
618669	gene	253943	YTHDF3	ENSG00000185728
618670	phenotype			
618671	gene	131540	ZDHHC19	ENSG00000163958
618672	phenotype			
618673	gene	79699	ZYG11B	ENSG00000162378
618674	phenotype			
618675	gene	440590	ZYG11A	ENSG00000203995
618676	gene	23099	ZBTB43	ENSG00000169155
618677	phenotype			
618678	gene	221223	CES5A	ENSG00000159398
618679	gene	64096	GFRA4	ENSG00000125861
618680	phenotype			
618681	phenotype			
618682	gene	127003	CFAP276	ENSG00000179902
618683	phenotype			
618685	gene	9725	TMEM63A	ENSG00000196187
618686	gene	146279	TEKT5	ENSG00000153060
618687	phenotype			
618688	phenotype			
618689	gene	84628	NTNG2	ENSG00000196358
618690	gene	100130889	PSORS1C3	
618691	gene	123591	TMEM266	ENSG00000169758
618692	gene	9686	VGLL4	ENSG00000144560
618693	gene	10136	CELA3A	ENSG00000142789
618694	gene	23436	CELA3B	ENSG00000219073
618695	phenotype			
618696	gene	100507003	GFY	ENSG00000261949
618697	phenotype			
618698	gene	100033411	DUXB	ENSG00000282757
618699	phenotype			
618700	gene	105371346	CPHXL	ENSG00000283755
618701	gene	342900	LEUTX	ENSG00000213921
618702	phenotype			
618703	gene	23528	ZNF281	ENSG00000162702
618704	gene	200373	CFAP221	ENSG00000163075
618705	gene	54799	MBTD1	ENSG00000011258
618706	gene	100133311	HOXA-AS3	ENSG00000254369
618707	phenotype			
618708	gene	10230	NBR2	ENSG00000198496
618709	phenotype			
618710	gene	56902	PNO1	ENSG00000115946
618711	gene	196074	METTL15	ENSG00000169519
618712	gene	339416	ANKRD45	ENSG00000183831
618713	gene	192668	CYS1	ENSG00000205795
618714	gene	23108	RAP1GAP2	ENSG00000132359
618715	gene	64429	ZDHHC6	ENSG00000023041
618716	gene	89849	ATG16L2	ENSG00000168010
618717	gene	255324	EPGN	ENSG00000182585
618718	phenotype			
618719	phenotype			
618720	gene	64146	PDF	ENSG00000258429
618721	phenotype			
618722	gene	116151	FAM210B	ENSG00000124098
618723	phenotype			
618724	phenotype			
618725	phenotype			
618726	gene	152110	NEK10	ENSG00000163491
618727	phenotype			
618728	phenotype			
618729	phenotype			
618730	phenotype			
618731	phenotype			
618732	phenotype			
618733	phenotype			
618734	phenotype			
618735	gene	83894	TTC29	ENSG00000137473
618736	phenotype			
618737	phenotype			
618738	gene	9654	TTLL4	ENSG00000135912
618739	gene	51496	CTDSPL2	ENSG00000137770
618740	gene	645811	CCDC154	ENSG00000197599
618741	phenotype			
618742	gene	653121	ZBTB8A	ENSG00000160062
618743	gene	84814	PLPP7	ENSG00000160539
618744	phenotype			
618745	phenotype			
618746	gene	613212	CTXN3	ENSG00000205279
618747	gene	10485	MIR9-1HG	ENSG00000125462
618748	phenotype			
618749	gene	10234	LRRC17	ENSG00000128606
618750	gene	29777	ABT1	ENSG00000146109
618751	phenotype			
618752	phenotype			
618753	gene	10489	LRRC41	ENSG00000132128
618754	gene	10404	CPQ	ENSG00000104324
618755	gene	647087	STMP1	ENSG00000243317
618756	gene	55347	ABHD10	ENSG00000144827
618757	gene	220002	CYB561A3	ENSG00000162144
618758	gene	83450	DRC3	ENSG00000171962
618759	gene	164633	CABP7	ENSG00000100314
618760	phenotype			
618761	phenotype			
618762	gene	10591	DNPH1	ENSG00000112667
618763	phenotype			
618764	gene	143384	CACUL1	ENSG00000151893
618765	gene	51575	ESF1	ENSG00000089048
618766	phenotype			
618767	phenotype			
618768	phenotype			
618769	gene	84229	DRC7	ENSG00000159625
618770	phenotype			
618771	gene	25864	ABHD14A	ENSG00000248487
618772	gene	81928	CABLES2	ENSG00000149679
618773	phenotype			
618774	phenotype			
618775	phenotype			
618776	phenotype			
618777	gene	388743	CAPN8	ENSG00000203697
618778	phenotype			
618779	phenotype			
618780	phenotype			
618781	phenotype			
618782	phenotype			
618783	gene	10983	CCNI	ENSG00000118816
618784	gene	57095	PITHD1	ENSG00000057757
618785	gene	157313	CDCA2	ENSG00000184661
618786	phenotype			
618787	phenotype			
618788	gene	79879	CCDC134	ENSG00000100147
618789	gene	55573	CDV3	ENSG00000091527
618790	gene	283219	KCTD21	ENSG00000188997
618791	gene	200845	KCTD6	ENSG00000168301
618792	phenotype			
618793	phenotype			
618794	gene	9920	KBTBD11	ENSG00000176595
618795	phenotype			
618796	gene	29901	SAC3D1	ENSG00000168061
618797	phenotype			
618798	phenotype			
618799	gene	133690	CAPSL	ENSG00000152611
618800	phenotype			
618801	phenotype			
618802	gene	54974	THG1L	ENSG00000113272
618803	phenotype			
618804	phenotype			
618805	phenotype			
618806	phenotype			
618807	phenotype			
618808	phenotype			
618809	gene	101928527	PIGBOS1	ENSG00000225973
618810	phenotype			
618811	phenotype			
618812	gene	728568	UQCC6	ENSG00000204954
618813	gene	79739	TTLL7	ENSG00000137941
618814	gene	100431172	KLRF2	ENSG00000256797
618815	phenotype			
618816	gene	124359	CDYL2	ENSG00000166446
618817	gene	8834	TMEM11	ENSG00000178307
618818	gene	54985	HCFC1R1	ENSG00000103145
618819	gene	57326	PBXIP1	ENSG00000163346
618820	phenotype			
618821	phenotype			
618822	phenotype			
618823	phenotype			
618824	phenotype			
618825	phenotype			
618826	phenotype			
618827	phenotype			
618828	phenotype			
618829	phenotype			
618830	phenotype			
618831	gene	140738	TMEM37	ENSG00000171227
618832	phenotype			
618833	gene	57148	RALGAPB	ENSG00000170471
618834	gene	389541	LAMTOR4	ENSG00000188186
618835	phenotype			
618836	gene	57186	RALGAPA2	ENSG00000188559
618837	gene	9741	LAPTM4A	ENSG00000068697
618838	phenotype			
618839	phenotype			
618840	phenotype			
618841	phenotype			
618842	gene	150280	HORMAD2	ENSG00000176635
618843	gene	143903	LAYN	ENSG00000204381
618844	gene	84456	L3MBTL3	ENSG00000198945
618845	phenotype			
618846	phenotype			
618847	phenotype			
618848	phenotype			
618849	phenotype			
618850	phenotype			
618851	phenotype			
618852	phenotype			
618853	phenotype			
618854	gene	60559	SPCS3	ENSG00000129128
618855	phenotype			
618856	phenotype			
618857	phenotype			
618858	phenotype			
618859	phenotype			
618860	gene	127795	C1orf87	ENSG00000162598
618861	gene	402665	IGLON5	ENSG00000142549
618862	phenotype			
618863	phenotype			
618864	gene	84798	C19orf48P	ENSG00000167747
618865	gene	387119	CEP85L	ENSG00000111860
618866	phenotype			
618867	gene	54509	RHOF	ENSG00000139725
618868	phenotype			
618869	gene	255488	RNF144B	ENSG00000137393
618870	phenotype			
618871	gene	27237	ARHGEF16	ENSG00000130762
618872	phenotype			
618873	phenotype			
618874	phenotype			
618875	phenotype			
618876	phenotype			
618877	phenotype			
618878	phenotype			
618879	phenotype			
618880	phenotype			
618881	phenotype			
618882	phenotype			
618883	phenotype			
618884	phenotype			
618885	phenotype			
618886	phenotype			
618887	gene	84807	NFKBID	ENSG00000167604
618888	gene	57091	CASS4	ENSG00000087589
618889	phenotype			
618890	phenotype			
618891	phenotype			
618892	phenotype			
618893	gene	140688	NOL4L	ENSG00000197183
618894	gene	140823	ROMO1	ENSG00000125995
618895	gene	126123	IZUMO2	ENSG00000161652
618896	gene	100129669	IZUMO3	ENSG00000205442
618897	gene	113177	IZUMO4	ENSG00000099840
618898	gene	64793	CEP85	ENSG00000130695
618899	gene	23324	MAN2B2	ENSG00000013288
618900	gene	55063	ZCWPW1	ENSG00000078487
618901	phenotype			
618902	gene	339175	METTL2A	ENSG00000087995
618903	gene	131965	METTL6	ENSG00000206562
618904	gene	55152	DALRD3	ENSG00000178149
618905	phenotype			
618906	phenotype			
618907	phenotype			
618908	phenotype			
618909	gene	80895	ILKAP	ENSG00000132323
618910	phenotype			
618911	gene	146378	C16orf92	ENSG00000167194
618912	phenotype			
618913	phenotype			
618914	phenotype			
618915	phenotype			
618916	phenotype			
618917	phenotype			
618918	phenotype			
618919	gene	57542	KLHL42	ENSG00000087448
618920	phenotype			
618921	gene	51110	LACTB2	ENSG00000147592
618922	phenotype			
618923	gene	646486	FABP12	ENSG00000197416
618924	phenotype			
618925	gene	29909	GPR171	ENSG00000174946
618926	gene	4958	OMD	ENSG00000127083
618927	gene	643803	KRTAP24-1	ENSG00000188694
618928	gene	160287	LDHAL6A	ENSG00000166800
618929	phenotype			
618930	gene	441459	ANKRD18B	ENSG00000230453
618931	gene	57169	ZNFX1	ENSG00000124201
618932	gene	100128731	OST4	ENSG00000228474
618933	gene	344558	SH3RF3	ENSG00000172985
618934	gene	401145	CCSER1	ENSG00000184305
618935	phenotype			
618936	gene	128497	SPATA25	ENSG00000149634
618937	gene	221908	PPP1R35	ENSG00000160813
618938	gene	105376382	LASTR	ENSG00000242147
618939	phenotype			
618940	phenotype			
618941	gene	90416	CCDC32	ENSG00000128891
618942	gene	642574	IQANK1	ENSG00000203499
618943	gene	319103	SNORD8	ENSG00000200785
618944	phenotype			
618945	gene	147650	SPACA6	ENSG00000182310
618946	gene	135927	LLCFC1	ENSG00000165131
618947	phenotype			
618948	phenotype			
618949	gene	284716	RIMKLA	ENSG00000177181
618950	phenotype			
618951	phenotype			
618952	phenotype			
618953	gene	199974	CYP4Z1	ENSG00000186160
618954	predominantly phenotypes	163720	CYP4Z2P	ENSG00000290456
618955	phenotype			
618956	gene	121268	RHEBL1	ENSG00000167550
618957	gene	84079	ANKRD27	ENSG00000105186
618958	phenotype			
618959	phenotype			
618960	phenotype			
618961	phenotype			
618962	gene	341277	OVCH2	ENSG00000183378
618963	phenotype			
618964	gene	64795	RMND5A	ENSG00000153561
618965	gene	10548	TM9SF1	ENSG00000100926
618966	gene	54929	TMEM161A	ENSG00000064545
618967	gene	55324	ABCF3	ENSG00000161204
618968	gene	388649	C1orf146	ENSG00000203910
618969	phenotype			
618970	phenotype			
618971	phenotype			
618972	phenotype			
618973	phenotype			
618974	phenotype			
618975	phenotype			
618976	gene	105373853	MYOSLID	ENSG00000229647
618977	phenotype			
618978	gene	81615	TMEM163	ENSG00000152128
618979	phenotype	131341973		
618980	gene	201134	CEP112	ENSG00000154240
618981	gene	57020	VPS35L	ENSG00000103544
618982	phenotype			
618983	phenotype			
618984	gene	256979	SUN3	ENSG00000164744
618985	phenotype			
618986	phenotype			
618987	phenotype			
618988	gene	645104	CLRN2	ENSG00000249581
618989	gene	338773	TMEM119	ENSG00000183160
618990	gene	84141	EVA1A	ENSG00000115363
618991	gene	57715	SEMA4G	ENSG00000095539
618992	phenotype			
618993	gene	727800	RNF208	ENSG00000212864
618994	gene	84842	HPDL	ENSG00000186603
618995	gene	60467	BPESC1	ENSG00000232416
618996	gene	116135	LRRC3B	ENSG00000179796
618997	gene	81602	CDADC1	ENSG00000102543
618998	phenotype			
618999	phenotype			
619000	phenotype			
619001	gene	90806	ANGEL2	ENSG00000174606
619002	gene	474354	LRRC18	ENSG00000165383
619003	phenotype			
619004	phenotype			
619005	phenotype			
619006	gene	54841	BIVM	ENSG00000134897
619007	phenotype			
619008	gene	646982	LINC00598	ENSG00000215483
619009	phenotype			
619010	gene	56970	ATXN7L3	ENSG00000087152
619011	phenotype			
619012	phenotype			
619013	phenotype			
619014	gene	91875	TTC5	ENSG00000136319
619015	gene	56943	ENY2	ENSG00000120533
619016	phenotype			
619017	gene	162494	RHBDL3	ENSG00000141314
619018	gene	407030	MIR30B	ENSG00000207582
619019	gene	407033	MIR30D	ENSG00000199153
619020	gene	55805	LRP2BP	ENSG00000109771
619021	gene	353322	ANKRD37	ENSG00000186352
619022	gene	161145	TMEM229B	ENSG00000198133
619023	gene	58505	OSTC	ENSG00000198856
619024	phenotype			
619025	phenotype			
619026	phenotype			
619027	phenotype			
619028	phenotype			
619029	gene	200185	KRTCAP2	ENSG00000163463
619030	phenotype			
619031	phenotype			
619032	gene	57333	RCN3	ENSG00000142552
619033	phenotype			
619034	gene	348093	RBPMS2	ENSG00000166831
619035	gene	407025	MIR29B2	ENSG00000284203
619036	phenotype			
619037	gene	151827	LRRC34	ENSG00000171757
619038	gene	90853	SPOCD1	ENSG00000134668
619039	gene	29803	REPIN1	ENSG00000214022
619040	phenotype			
619041	phenotype			
619042	phenotype			
619043	gene	64768	IPPK	ENSG00000127080
619044	phenotype			
619045	gene	253190	SERHL2	ENSG00000183569
619046	phenotype			
619047	gene	220004	SAXO4	ENSG00000162148
619048	phenotype			
619049	gene	157695	TDRP	ENSG00000180190
619050	gene	54511	HMGCLL1	ENSG00000146151
619051	phenotype			
619052	phenotype			
619053	phenotype			
619054	phenotype			
619055	phenotype			
619056	phenotype			
619057	phenotype			
619058	phenotype			
619059	phenotype			
619060	phenotype			
619061	phenotype			
619062	phenotype			
619063	phenotype			
619064	phenotype			
